2026-01-01 12:57:49.664 | INFO     | patch_ai.agents.patch_agent:<module>:329 - ✓ anthropic:claude-opus-4-1-20250805 - Available
2026-01-01 12:57:49.665 | INFO     | patch_ai.agents.patch_agent:<module>:329 - ✓ anthropic:claude-sonnet-4-20250514 - Available
2026-01-01 12:57:49.665 | INFO     | patch_ai.agents.patch_agent:<module>:329 - ✓ anthropic:claude-3-7-sonnet-20250219 - Available
2026-01-01 12:57:49.665 | INFO     | patch_ai.agents.patch_agent:<module>:329 - ✓ anthropic:claude-3-5-sonnet-20241022 - Available
2026-01-01 12:57:49.666 | INFO     | patch_ai.agents.patch_agent:<module>:329 - ✓ anthropic:claude-3-5-sonnet-20240620 - Available
2026-01-01 12:57:49.666 | INFO     | patch_ai.agents.patch_agent:<module>:329 - ✓ anthropic:claude-3-5-haiku-20241022 - Available
2026-01-01 12:57:49.666 | INFO     | patch_ai.agents.patch_agent:<module>:329 - ✓ anthropic:claude-3-opus-20240229 - Available
2026-01-01 12:57:49.666 | INFO     | patch_ai.agents.patch_agent:<module>:329 - ✓ anthropic:claude-3-sonnet-20240229 - Available
2026-01-01 12:57:49.667 | INFO     | patch_ai.agents.patch_agent:<module>:329 - ✓ anthropic:claude-3-haiku-20240307 - Available
2026-01-01 12:57:50.658 | INFO     | patch_ai.agents.patch_agent:<module>:329 - ✓ gemini-1.5-pro - Available
2026-01-01 12:57:50.802 | INFO     | patch_ai.agents.patch_agent:<module>:329 - ✓ gemini-1.5-flash - Available
2026-01-01 12:57:50.943 | INFO     | patch_ai.agents.patch_agent:<module>:329 - ✓ gemini-1.5-flash-lite - Available
2026-01-01 12:57:51.080 | INFO     | patch_ai.agents.patch_agent:<module>:329 - ✓ gemini-1.5-flash-image - Available
2026-01-01 12:57:51.225 | INFO     | patch_ai.agents.patch_agent:<module>:329 - ✓ gemini-2.0-flash - Available
2026-01-01 12:57:51.366 | INFO     | patch_ai.agents.patch_agent:<module>:329 - ✓ gemini-2.0-flash-lite - Available
2026-01-01 12:57:51.754 | INFO     | patch_ai.agents.patch_agent:<module>:329 - ✓ openai:gpt-4o - Available
2026-01-01 12:57:51.755 | INFO     | patch_ai.agents.patch_agent:<module>:329 - ✓ openai:gpt-4o-mini - Available
2026-01-01 12:57:51.756 | INFO     | patch_ai.agents.patch_agent:<module>:329 - ✓ openai:o3-mini - Available
2026-01-01 12:57:51.756 | INFO     | patch_ai.agents.patch_agent:<module>:336 - using model: anthropic:claude-sonnet-4-20250514
2026-01-01 12:57:51.793 | INFO     | __main__:<module>:512 - Starting Patch AI bot in mode='console'
2026-01-01 12:57:51.793 | INFO     | __main__:<module>:512 - Starting Patch AI bot in mode='console'
2026-01-01 12:58:21.327 | ERROR    | patch_ai.agents.patch_agent:update_status_message:412 - Failed to update status message: 'FakeSlackClient' object has no attribute 'chat_postMessage'
2026-01-01 12:58:21.327 | ERROR    | patch_ai.agents.patch_agent:update_status_message:412 - Failed to update status message: 'FakeSlackClient' object has no attribute 'chat_postMessage'
2026-01-01 12:58:21.328 | INFO     | patch_ai.agents.patch_agent:summarize_system_prompt_and_requirements:501 - Claude's system prompt summary: I am Patch, an AI assistant specialized in analyzing time-series dependency management data from PatchFox. My role is to help users understand their software dependencies, security vulnerabilities, and related metrics by following a structured workflow of reference documents and making API calls to the PatchFox datastore. I act like a call center agent, starting from a root workflow document and following instructions to navigate to the appropriate leaf document that guides how to answer specific questions. I provide technical but accessible security analysis, focusing on practical recommendations supported by data. I operate in a Slack environment and can create charts, tables, and visualizations. I must be precise with security terminology, avoid providing exploit code, and only answer questions within my scope of dependency management and vulnerability analysis.
2026-01-01 12:58:21.328 | INFO     | patch_ai.agents.patch_agent:summarize_system_prompt_and_requirements:501 - Claude's system prompt summary: I am Patch, an AI assistant specialized in analyzing time-series dependency management data from PatchFox. My role is to help users understand their software dependencies, security vulnerabilities, and related metrics by following a structured workflow of reference documents and making API calls to the PatchFox datastore. I act like a call center agent, starting from a root workflow document and following instructions to navigate to the appropriate leaf document that guides how to answer specific questions. I provide technical but accessible security analysis, focusing on practical recommendations supported by data. I operate in a Slack environment and can create charts, tables, and visualizations. I must be precise with security terminology, avoid providing exploit code, and only answer questions within my scope of dependency management and vulnerability analysis.
